"municipality","votes","candidate","parties","file","district"
"可児市",5184,"佐伯　てつや","日本維新の会","000785233.xls","岐阜県第４区"
"飛騨市",8423,"金子　しゅんぺい","自由民主党","000785233.xls","岐阜県第４区"
"飛騨市",5471,"今井　まさと","立憲民主党","000785233.xls","岐阜県第４区"
"飛騨市",604,"佐伯　てつや","日本維新の会","000785233.xls","岐阜県第４区"
"郡上市",14798,"金子　しゅんぺい","自由民主党","000785233.xls","岐阜県第４区"
"郡上市",9116,"今井　まさと","立憲民主党","000785233.xls","岐阜県第４区"
"郡上市",1203,"佐伯　てつや","日本維新の会","000785233.xls","岐阜県第４区"
"下呂市",9943,"金子　しゅんぺい","自由民主党","000785233.xls","岐阜県第４区"
"下呂市",8310,"今井　まさと","立憲民主党","000785233.xls","岐阜県第４区"
"下呂市",875,"佐伯　てつや","日本維新の会","000785233.xls","岐阜県第４区"
"坂祝町",1763,"金子　しゅんぺい","自由民主党","000785233.xls","岐阜県第４区"
"坂祝町",1856,"今井　まさと","立憲民主党","000785233.xls","岐阜県第４区"
"坂祝町",259,"佐伯　てつや","日本維新の会","000785233.xls","岐阜県第４区"
"富加町",1631,"金子　しゅんぺい","自由民主党","000785233.xls","岐阜県第４区"
"富加町",1343,"今井　まさと","立憲民主党","000785233.xls","岐阜県第４区"
"富加町",166,"佐伯　てつや","日本維新の会","000785233.xls","岐阜県第４区"
"川辺町",2387,"金子　しゅんぺい","自由民主党","000785233.xls","岐阜県第４区"
"川辺町",2818,"今井　まさと","立憲民主党","000785233.xls","岐阜県第４区"
"川辺町",323,"佐伯　てつや","日本維新の会","000785233.xls","岐阜県第４区"
"七宗町",1183,"金子　しゅんぺい","自由民主党","000785233.xls","岐阜県第４区"
"七宗町",1029,"今井　まさと","立憲民主党","000785233.xls","岐阜県第４区"
"七宗町",64,"佐伯　てつや","日本維新の会","000785233.xls","岐阜県第４区"
"八百津町",2927,"金子　しゅんぺい","自由民主党","000785233.xls","岐阜県第４区"
"八百津町",3070,"今井　まさと","立憲民主党","000785233.xls","岐阜県第４区"
"八百津町",279,"佐伯　てつや","日本維新の会","000785233.xls","岐阜県第４区"
"白川町",2716,"金子　しゅんぺい","自由民主党","000785233.xls","岐阜県第４区"
"白川町",2215,"今井　まさと","立憲民主党","000785233.xls","岐阜県第４区"
"白川町",163,"佐伯　てつや","日本維新の会","000785233.xls","岐阜県第４区"
"東白川村",862,"金子　しゅんぺい","自由民主党","000785233.xls","岐阜県第４区"
"東白川村",555,"今井　まさと","立憲民主党","000785233.xls","岐阜県第４区"
"東白川村",42,"佐伯　てつや","日本維新の会","000785233.xls","岐阜県第４区"
"御嵩町",4087,"金子　しゅんぺい","自由民主党","000785233.xls","岐阜県第４区"
"御嵩町",4107,"今井　まさと","立憲民主党","000785233.xls","岐阜県第４区"
"御嵩町",635,"佐伯　てつや","日本維新の会","000785233.xls","岐阜県第４区"
"白川村",806,"金子　しゅんぺい","自由民主党","000785233.xls","岐阜県第４区"
"白川村",247,"今井　まさと","立憲民主党","000785233.xls","岐阜県第４区"
"白川村",43,"佐伯　てつや","日本維新の会","000785233.xls","岐阜県第４区"
"岐阜県第４区 合計",110844,"金子　しゅんぺい","自由民主党","000785233.xls","岐阜県第４区"
"岐阜県第４区 合計",91354,"今井　まさと","立憲民主党","000785233.xls","岐阜県第４区"
"岐阜県第４区 合計",14171,"佐伯　てつや","日本維新の会","000785233.xls","岐阜県第４区"
"多治見市",22578,"古屋　圭司","自由民主党","000785233.xls","岐阜県第５区"
"多治見市",26005,"今井　るる","立憲民主党","000785233.xls","岐阜県第５区"
"多治見市",3268,"山田　良司","日本維新の会","000785233.xls","岐阜県第５区"
"多治見市",1977,"おぜき　祥子","日本共産党","000785233.xls","岐阜県第５区"
"中津川市",20599,"古屋　圭司","自由民主党","000785233.xls","岐阜県第５区"
"中津川市",14861,"今井　るる","立憲民主党","000785233.xls","岐阜県第５区"
"中津川市",2531,"山田　良司","日本維新の会","000785233.xls","岐阜県第５区"
"中津川市",2490,"おぜき　祥子","日本共産党","000785233.xls","岐阜県第５区"
"瑞浪市",9980,"古屋　圭司","自由民主党","000785233.xls","岐阜県第５区"
"瑞浪市",7329,"今井　るる","立憲民主党","000785233.xls","岐阜県第５区"
"瑞浪市",1214,"山田　良司","日本維新の会","000785233.xls","岐阜県第５区"
"瑞浪市",807,"おぜき　祥子","日本共産党","000785233.xls","岐阜県第５区"
"恵那市",15365,"古屋　圭司","自由民主党","000785233.xls","岐阜県第５区"
"恵那市",8865,"今井　るる","立憲民主党","000785233.xls","岐阜県第５区"
"恵那市",1373,"山田　良司","日本維新の会","000785233.xls","岐阜県第５区"
"恵那市",1645,"おぜき　祥子","日本共産党","000785233.xls","岐阜県第５区"
"土岐市",13618,"古屋　圭司","自由民主党","000785233.xls","岐阜県第５区"
"土岐市",11555,"今井　るる","立憲民主党","000785233.xls","岐阜県第５区"
"土岐市",1535,"山田　良司","日本維新の会","000785233.xls","岐阜県第５区"
"土岐市",1817,"おぜき　祥子","日本共産党","000785233.xls","岐阜県第５区"
"岐阜県第５区 合計",82140,"古屋　圭司","自由民主党","000785233.xls","岐阜県第５区"
"岐阜県第５区 合計",68615,"今井　るる","立憲民主党","000785233.xls","岐阜県第５区"
"岐阜県第５区 合計",9921,"山田　良司","日本維新の会","000785233.xls","岐阜県第５区"
"岐阜県第５区 合計",8736,"おぜき　祥子","日本共産党","000785233.xls","岐阜県第５区"
"静岡市葵区",11677,"高橋　みほ","国民民主党","000785235.xls","静岡県第１区"
"静岡市葵区",9617,"青山　まさゆき","日本維新の会","000785235.xls","静岡県第１区"
"静岡市葵区",56515,"かみかわ　陽子","自由民主党","000785235.xls","静岡県第１区"
"静岡市葵区",30705,"えんどう　行洋","立憲民主党","000785235.xls","静岡県第１区"
"静岡市駿河区",9397,"高橋　みほ","国民民主党","000785235.xls","静岡県第１区"
"静岡市駿河区",8050,"青山　まさゆき","日本維新の会","000785235.xls","静岡県第１区"
"静岡市駿河区",45353,"かみかわ　陽子","自由民主党","000785235.xls","静岡県第１区"
"静岡市駿河区",23269,"えんどう　行洋","立憲民主党","000785235.xls","静岡県第１区"
"静岡県第１区 合計",21074,"高橋　みほ","国民民主党","000785235.xls","静岡県第１区"
"静岡県第１区 合計",17667,"青山　まさゆき","日本維新の会","000785235.xls","静岡県第１区"
"静岡県第１区 合計",101868,"かみかわ　陽子","自由民主党","000785235.xls","静岡県第１区"
"静岡県第１区 合計",53974,"えんどう　行洋","立憲民主党","000785235.xls","静岡県第１区"
"島田市",2665,"山口　ゆうき","日本共産党","000785235.xls","静岡県第２区"
"島田市",27384,"井林　たつのり","自由民主党","000785235.xls","静岡県第２区"
"島田市",15881,"福村　たかし","立憲民主党","000785235.xls","静岡県第２区"
"焼津市",3658,"山口　ゆうき","日本共産党","000785235.xls","静岡県第２区"
"焼津市",36018,"井林　たつのり","自由民主党","000785235.xls","静岡県第２区"
"焼津市",20449,"福村　たかし","立憲民主党","000785235.xls","静岡県第２区"
"藤枝市",3885,"山口　ゆうき","日本共産党","000785235.xls","静岡県第２区"
"藤枝市",38855,"井林　たつのり","自由民主党","000785235.xls","静岡県第２区"
"藤枝市",23428,"福村　たかし","立憲民主党","000785235.xls","静岡県第２区"
"御前崎市（２区）",180,"山口　ゆうき","日本共産党","000785235.xls","静岡県第２区"
"御前崎市（２区）",3375,"井林　たつのり","自由民主党","000785235.xls","静岡県第２区"
"御前崎市（２区）",1108,"福村　たかし","立憲民主党","000785235.xls","静岡県第２区"
"牧之原市",1176,"山口　ゆうき","日本共産党","000785235.xls","静岡県第２区"
"牧之原市",14431,"井林　たつのり","自由民主党","000785235.xls","静岡県第２区"
"牧之原市",5721,"福村　たかし","立憲民主党","000785235.xls","静岡県第２区"
"吉田町",715,"山口　ゆうき","日本共産党","000785235.xls","静岡県第２区"
"吉田町",8038,"井林　たつのり","自由民主党","000785235.xls","静岡県第２区"
"吉田町",3660,"福村　たかし","立憲民主党","000785235.xls","静岡県第２区"
"川根本町",117,"山口　ゆうき","日本共産党","000785235.xls","静岡県第２区"
"川根本町",2981,"井林　たつのり","自由民主党","000785235.xls","静岡県第２区"
"川根本町",785,"福村　たかし","立憲民主党","000785235.xls","静岡県第２区"
"静岡県第２区 合計",12396,"山口　ゆうき","日本共産党","000785235.xls","静岡県第２区"
"静岡県第２区 合計",131082,"井林　たつのり","自由民主党","000785235.xls","静岡県第２区"
"静岡県第２区 合計",71032,"福村　たかし","立憲民主党","000785235.xls","静岡県第２区"
"浜松市天竜区（３区）",1284,"小山　のぶひろ","立憲民主党","000785235.xls","静岡県第３区"
"浜松市天竜区（３区）",1091,"宮沢　ひろゆき","自由民主党","000785235.xls","静岡県第３区"
"磐田市",41098,"小山　のぶひろ","立憲民主党","000785235.xls","静岡県第３区"
"磐田市",35470,"宮沢　ひろゆき","自由民主党","000785235.xls","静岡県第３区"
"掛川市",29774,"小山　のぶひろ","立憲民主党","000785235.xls","静岡県第３区"
"掛川市",25595,"宮沢　ひろゆき","自由民主党","000785235.xls","静岡県第３区"
"袋井市",19830,"小山　のぶひろ","立憲民主党","000785235.xls","静岡県第３区"
"袋井市",17673,"宮沢　ひろゆき","自由民主党","000785235.xls","静岡県第３区"
"御前崎市（３区）",4525,"小山　のぶひろ","立憲民主党","000785235.xls","静岡県第３区"
"御前崎市（３区）",5554,"宮沢　ひろゆき","自由民主党","000785235.xls","静岡県第３区"
"菊川市",11299,"小山　のぶひろ","立憲民主党","000785235.xls","静岡県第３区"
"菊川市",10597,"宮沢　ひろゆき","自由民主党","000785235.xls","静岡県第３区"
"森町",4654,"小山　のぶひろ","立憲民主党","000785235.xls","静岡県第３区"
"森町",4795,"宮沢　ひろゆき","自由民主党","000785235.xls","静岡県第３区"
"静岡県第３区 合計",112464,"小山　のぶひろ","立憲民主党","000785235.xls","静岡県第３区"
"静岡県第３区 合計",100775,"宮沢　ひろゆき","自由民主党","000785235.xls","静岡県第３区"
"静岡市清水区",58768,"ふかざわ　陽一","自由民主党","000785235.xls","静岡県第４区"
"静岡市清水区",28900,"田中　けん","国民民主党","000785235.xls","静岡県第４区"
"静岡市清水区",11646,"中村　けんいち","日本維新の会","000785235.xls","静岡県第４区"
"富士宮市",22418,"ふかざわ　陽一","自由民主党","000785235.xls","静岡県第４区"
"富士宮市",16744,"田中　けん","国民民主党","000785235.xls","静岡県第４区"
"富士宮市",12128,"中村　けんいち","日本維新の会","000785235.xls","静岡県第４区"
"富士市（４区）",2968,"ふかざわ　陽一","自由民主党","000785235.xls","静岡県第４区"
"富士市（４区）",3661,"田中　けん","国民民主党","000785235.xls","静岡県第４区"
"富士市（４区）",667,"中村　けんいち","日本維新の会","000785235.xls","静岡県第４区"
"静岡県第４区 合計",84154,"ふかざわ　陽一","自由民主党","000785235.xls","静岡県第４区"
"静岡県第４区 合計",49305,"田中　けん","国民民主党","000785235.xls","静岡県第４区"
"静岡県第４区 合計",24441,"中村　けんいち","日本維新の会","000785235.xls","静岡県第４区"
"三島市",28349,"細野　豪志","（無所属）","000785235.xls","静岡県第５区"
"三島市",13301,"小野　のりかず","立憲民主党","000785235.xls","静岡県第５区"
"三島市",10010,"吉川　たける","自由民主党","000785235.xls","静岡県第５区"
"三島市",960,"千田　光","（無所属）","000785235.xls","静岡県第５区"
"富士市（５区）",51043,"細野　豪志","（無所属）","000785235.xls","静岡県第５区"
"富士市（５区）",19234,"小野　のりかず","立憲民主党","000785235.xls","静岡県第５区"
"富士市（５区）",27823,"吉川　たける","自由民主党","000785235.xls","静岡県第５区"
"富士市（５区）",2275,"千田　光","（無所属）","000785235.xls","静岡県第５区"
"御殿場市",18697,"細野　豪志","（無所属）","000785235.xls","静岡県第５区"
"御殿場市",6816,"小野　のりかず","立憲民主党","000785235.xls","静岡県第５区"
"御殿場市",9969,"吉川　たける","自由民主党","000785235.xls","静岡県第５区"
"御殿場市",807,"千田　光","（無所属）","000785235.xls","静岡県第５区"
"裾野市",12797,"細野　豪志","（無所属）","000785235.xls","静岡県第５区"
"裾野市",5202,"小野　のりかず","立憲民主党","000785235.xls","静岡県第５区"
"裾野市",5823,"吉川　たける","自由民主党","000785235.xls","静岡県第５区"
"裾野市",578,"千田　光","（無所属）","000785235.xls","静岡県第５区"
"伊豆の国市（５区）",3187,"細野　豪志","（無所属）","000785235.xls","静岡県第５区"
"伊豆の国市（５区）",1644,"小野　のりかず","立憲民主党","000785235.xls","静岡県第５区"
"伊豆の国市（５区）",1339,"吉川　たける","自由民主党","000785235.xls","静岡県第５区"
"伊豆の国市（５区）",125,"千田　光","（無所属）","000785235.xls","静岡県第５区"
"函南町",8794,"細野　豪志","（無所属）","000785235.xls","静岡県第５区"
"函南町",4206,"小野　のりかず","立憲民主党","000785235.xls","静岡県第５区"
"函南町",3808,"吉川　たける","自由民主党","000785235.xls","静岡県第５区"
"函南町",383,"千田　光","（無所属）","000785235.xls","静岡県第５区"
"小山町",4713,"細野　豪志","（無所属）","000785235.xls","静岡県第５区"
"小山町",1562,"小野　のりかず","立憲民主党","000785235.xls","静岡県第５区"
"小山町",2565,"吉川　たける","自由民主党","000785235.xls","静岡県第５区"
"小山町",222,"千田　光","（無所属）","000785235.xls","静岡県第５区"
"静岡県第５区 合計",127580,"細野　豪志","（無所属）","000785235.xls","静岡県第５区"
"静岡県第５区 合計",51965,"小野　のりかず","立憲民主党","000785235.xls","静岡県第５区"
"静岡県第５区 合計",61337,"吉川　たける","自由民主党","000785235.xls","静岡県第５区"
"静岡県第５区 合計",5350,"千田　光","（無所属）","000785235.xls","静岡県第５区"
"沼津市",37685,"かつまた　孝明","自由民主党","000785235.xls","静岡県第６区"
"沼津市",7779,"山下　こうき","日本維新の会","000785235.xls","静岡県第６区"
"沼津市",38130,"わたなべ　周","立憲民主党","000785235.xls","静岡県第６区"
"熱海市",7782,"かつまた　孝明","自由民主党","000785235.xls","静岡県第６区"
"熱海市",1875,"山下　こうき","日本維新の会","000785235.xls","静岡県第６区"
"熱海市",6611,"わたなべ　周","立憲民主党","000785235.xls","静岡県第６区"
"伊東市",14057,"かつまた　孝明","自由民主党","000785235.xls","静岡県第６区"
"伊東市",3608,"山下　こうき","日本維新の会","000785235.xls","静岡県第６区"
"伊東市",12253,"わたなべ　周","立憲民主党","000785235.xls","静岡県第６区"
"下田市",5125,"かつまた　孝明","自由民主党","000785235.xls","静岡県第６区"
"下田市",937,"山下　こうき","日本維新の会","000785235.xls","静岡県第６区"
"下田市",4016,"わたなべ　周","立憲民主党","000785235.xls","静岡県第６区"
"伊豆市",7449,"かつまた　孝明","自由民主党","000785235.xls","静岡県第６区"
"伊豆市",1247,"山下　こうき","日本維新の会","000785235.xls","静岡県第６区"
"伊豆市",6613,"わたなべ　周","立憲民主党","000785235.xls","静岡県第６区"
"伊豆の国市（６区）",6680,"かつまた　孝明","自由民主党","000785235.xls","静岡県第６区"
"伊豆の国市（６区）",1510,"山下　こうき","日本維新の会","000785235.xls","静岡県第６区"
"伊豆の国市（６区）",7124,"わたなべ　周","立憲民主党","000785235.xls","静岡県第６区"
"東伊豆町",3187,"かつまた　孝明","自由民主党","000785235.xls","静岡県第６区"
"東伊豆町",440,"山下　こうき","日本維新の会","000785235.xls","静岡県第６区"
"東伊豆町",2015,"わたなべ　周","立憲民主党","000785235.xls","静岡県第６区"
"河津町",1938,"かつまた　孝明","自由民主党","000785235.xls","静岡県第６区"
"河津町",235,"山下　こうき","日本維新の会","000785235.xls","静岡県第６区"
"河津町",1499,"わたなべ　周","立憲民主党","000785235.xls","静岡県第６区"
"南伊豆町",2328,"かつまた　孝明","自由民主党","000785235.xls","静岡県第６区"
"南伊豆町",377,"山下　こうき","日本維新の会","000785235.xls","静岡県第６区"
"南伊豆町",1720,"わたなべ　周","立憲民主党","000785235.xls","静岡県第６区"
"松崎町",1857,"かつまた　孝明","自由民主党","000785235.xls","静岡県第６区"
"松崎町",263,"山下　こうき","日本維新の会","000785235.xls","静岡県第６区"
"松崎町",1617,"わたなべ　周","立憲民主党","000785235.xls","静岡県第６区"
"西伊豆町",2345,"かつまた　孝明","自由民主党","000785235.xls","静岡県第６区"
"西伊豆町",273,"山下　こうき","日本維新の会","000785235.xls","静岡県第６区"
"西伊豆町",1649,"わたなべ　周","立憲民主党","000785235.xls","静岡県第６区"
"清水町",5826,"かつまた　孝明","自由民主党","000785235.xls","静岡県第６区"
"清水町",1399,"山下　こうき","日本維新の会","000785235.xls","静岡県第６区"
"清水町",6706,"わたなべ　周","立憲民主党","000785235.xls","静岡県第６区"
"長泉町",7919,"かつまた　孝明","自由民主党","000785235.xls","静岡県第６区"
"長泉町",2143,"山下　こうき","日本維新の会","000785235.xls","静岡県第６区"
"長泉町",9805,"わたなべ　周","立憲民主党","000785235.xls","静岡県第６区"
"静岡県第６区 合計",104178,"かつまた　孝明","自由民主党","000785235.xls","静岡県第６区"
"静岡県第６区 合計",22086,"山下　こうき","日本維新の会","000785235.xls","静岡県第６区"
"静岡県第６区 合計",99758,"わたなべ　周","立憲民主党","000785235.xls","静岡県第６区"
"浜松市中区（７区）",451,"城内　みのる","自由民主党","000785235.xls","静岡県第７区"
"浜松市中区（７区）",57,"日吉　雄大","立憲民主党","000785235.xls","静岡県第７区"
"浜松市中区（７区）",187,"日吉　雄太","立憲民主党","000785235.xls","静岡県第７区"
"浜松市中区（７区）",487,"城内　みのる","自由民主党","000785235.xls","静岡県第７区"
"浜松市西区",35608,"城内　みのる","自由民主党","000785235.xls","静岡県第７区"
"浜松市西区",7502,"日吉　雄大","立憲民主党","000785235.xls","静岡県第７区"
"浜松市西区",16847,"日吉　雄太","立憲民主党","000785235.xls","静岡県第７区"
"浜松市西区",35758,"城内　みのる","自由民主党","000785235.xls","静岡県第７区"
"浜松市南区（７区）",4435,"城内　みのる","自由民主党","000785235.xls","静岡県第７区"
"浜松市南区（７区）",1095,"日吉　雄大","立憲民主党","000785235.xls","静岡県第７区"
"浜松市南区（７区）",2651,"日吉　雄太","立憲民主党","000785235.xls","静岡県第７区"
"浜松市南区（７区）",4959,"城内　みのる","自由民主党","000785235.xls","静岡県第７区"
"浜松市北区",30945,"城内　みのる","自由民主党","000785235.xls","静岡県第７区"
"浜松市北区",5799,"日吉　雄大","立憲民主党","000785235.xls","静岡県第７区"
"浜松市北区",12922,"日吉　雄太","立憲民主党","000785235.xls","静岡県第７区"
"浜松市北区",31248,"城内　みのる","自由民主党","000785235.xls","静岡県第７区"
"浜松市浜北区",28413,"城内　みのる","自由民主党","000785235.xls","静岡県第７区"
"浜松市浜北区",6067,"日吉　雄大","立憲民主党","000785235.xls","静岡県第７区"
"浜松市浜北区",15311,"日吉　雄太","立憲民主党","000785235.xls","静岡県第７区"
"浜松市浜北区",28816,"城内　みのる","自由民主党","000785235.xls","静岡県第７区"
"浜松市天竜区（７区）",9964,"城内　みのる","自由民主党","000785235.xls","静岡県第７区"
"浜松市天竜区（７区）",1587,"日吉　雄大","立憲民主党","000785235.xls","静岡県第７区"
"浜松市天竜区（７区）",3803,"日吉　雄太","立憲民主党","000785235.xls","静岡県第７区"
"浜松市天竜区（７区）",8965,"城内　みのる","自由民主党","000785235.xls","静岡県第７区"
"湖西市",19647,"城内　みのる","自由民主党","000785235.xls","静岡県第７区"
"湖西市",4276,"日吉　雄大","立憲民主党","000785235.xls","静岡県第７区"
"湖西市",9005,"日吉　雄太","立憲民主党","000785235.xls","静岡県第７区"
"湖西市",19791,"城内　みのる","自由民主党","000785235.xls","静岡県第７区"
"静岡県第７区 合計",129463,"城内　みのる","自由民主党","000785235.xls","静岡県第７区"
"静岡県第７区 合計",26383,"日吉　雄大","立憲民主党","000785235.xls","静岡県第７区"
"静岡県第７区 合計",60726,"日吉　雄太","立憲民主党","000785235.xls","静岡県第７区"
"静岡県第７区 合計",130024,"城内　みのる","自由民主党","000785235.xls","静岡県第７区"
"浜松市中区（８区）",59149,"げんま　けんたろう","立憲民主党","000785235.xls","静岡県第８区"
"浜松市中区（８区）",48880,"しおのや　立","自由民主党","000785235.xls","静岡県第８区"
"浜松市東区",33610,"げんま　けんたろう","立憲民主党","000785235.xls","静岡県第８区"
"浜松市東区",24422,"しおのや　立","自由民主党","000785235.xls","静岡県第８区"
"浜松市南区（８区）",21451,"げんま　けんたろう","立憲民主党","000785235.xls","静岡県第８区"
"浜松市南区（８区）",17106,"しおのや　立","自由民主党","000785235.xls","静岡県第８区"
"静岡県第８区 合計",114210,"げんま　けんたろう","立憲民主党","000785235.xls","静岡県第８区"
"静岡県第８区 合計",90408,"しおのや　立","自由民主党","000785235.xls","静岡県第８区"
"名古屋市東区",15919,"くまだ　裕通","自由民主党","000785237.xls","愛知県第１区"
"名古屋市東区",1241,"門田　節代","ＮＨＫと裁判してる党
弁護士法７２条違反で","000785237.xls","愛知県第１区"
"名古屋市東区",16832,"吉田　つねひこ","立憲民主党","000785237.xls","愛知県第１区"
"名古屋市北区",30896,"くまだ　裕通","自由民主党","000785237.xls","愛知県第１区"
"名古屋市北区",2375,"門田　節代","ＮＨＫと裁判してる党
弁護士法７２条違反で","000785237.xls","愛知県第１区"
"名古屋市北区",32929,"吉田　つねひこ","立憲民主党","000785237.xls","愛知県第１区"
"名古屋市西区",31874,"くまだ　裕通","自由民主党","000785237.xls","愛知県第１区"
"名古屋市西区",2068,"門田　節代","ＮＨＫと裁判してる党
弁護士法７２条違反で","000785237.xls","愛知県第１区"
"名古屋市西区",27329,"吉田　つねひこ","立憲民主党","000785237.xls","愛知県第１区"
"名古屋市中区",15418,"くまだ　裕通","自由民主党","000785237.xls","愛知県第１区"
"名古屋市中区",1304,"門田　節代","ＮＨＫと裁判してる党
弁護士法７２条違反で","000785237.xls","愛知県第１区"
"名古屋市中区",14617,"吉田　つねひこ","立憲民主党","000785237.xls","愛知県第１区"
"愛知県第１区 合計",94107,"くまだ　裕通","自由民主党","000785237.xls","愛知県第１区"
"愛知県第１区 合計",6988,"門田　節代","ＮＨＫと裁判してる党
弁護士法７２条違反で","000785237.xls","愛知県第１区"
"愛知県第１区 合計",91707,"吉田　つねひこ","立憲民主党","000785237.xls","愛知県第１区"
"名古屋市千種区",43919,"古川　元久","国民民主党","000785237.xls","愛知県第２区"
"名古屋市千種区",26444,"中川　たかもと","自由民主党","000785237.xls","愛知県第２区"
"名古屋市守山区",45182,"古川　元久","国民民主党","000785237.xls","愛知県第２区"
"名古屋市守山区",26522,"中川　たかもと","自由民主党","000785237.xls","愛知県第２区"
"名古屋市名東区",42296,"古川　元久","国民民主党","000785237.xls","愛知県第２区"
"名古屋市名東区",26452,"中川　たかもと","自由民主党","000785237.xls","愛知県第２区"
"愛知県第２区 合計",131397,"古川　元久","国民民主党","000785237.xls","愛知県第２区"
"愛知県第２区 合計",79418,"中川　たかもと","自由民主党","000785237.xls","愛知県第２区"
"名古屋市昭和区",21484,"池田　よしたか","自由民主党","000785237.xls","愛知県第３区"
"名古屋市昭和区",25819,"近藤　昭一","立憲民主党","000785237.xls","愛知県第３区"
"名古屋市緑区",47674,"池田　よしたか","自由民主党","000785237.xls","愛知県第３区"
"名古屋市緑区",59410,"近藤　昭一","立憲民主党","000785237.xls","愛知県第３区"
"名古屋市天白区",30331,"池田　よしたか","自由民主党","000785237.xls","愛知県第３区"
"名古屋市天白区",36171,"近藤　昭一","立憲民主党","000785237.xls","愛知県第３区"
"愛知県第３区 合計",99489,"池田　よしたか","自由民主党","000785237.xls","愛知県第３区"
"愛知県第３区 合計",121400,"近藤　昭一","立憲民主党","000785237.xls","愛知県第３区"
"名古屋市瑞穂区",20200,"工藤　彰三","自由民主党","000785237.xls","愛知県第４区"
"名古屋市瑞穂区",8028,"中田　ちよ","日本維新の会","000785237.xls","愛知県第４区"
"名古屋市瑞穂区",20011,"牧　義夫","立憲民主党","000785237.xls","愛知県第４区"
"名古屋市熱田区",12713,"工藤　彰三","自由民主党","000785237.xls","愛知県第４区"
"名古屋市熱田区",4632,"中田　ちよ","日本維新の会","000785237.xls","愛知県第４区"
"名古屋市熱田区",11504,"牧　義夫","立憲民主党","000785237.xls","愛知県第４区"
"名古屋市港区",21518,"工藤　彰三","自由民主党","000785237.xls","愛知県第４区"
"名古屋市港区",7437,"中田　ちよ","日本維新の会","000785237.xls","愛知県第４区"
"名古屋市港区",20189,"牧　義夫","立憲民主党","000785237.xls","愛知県第４区"
"名古屋市南区",23573,"工藤　彰三","自由民主党","000785237.xls","愛知県第４区"
"名古屋市南区",7543,"中田　ちよ","日本維新の会","000785237.xls","愛知県第４区"
"名古屋市南区",21082,"牧　義夫","立憲民主党","000785237.xls","愛知県第４区"
"愛知県第４区 合計",78004,"工藤　彰三","自由民主党","000785237.xls","愛知県第４区"
"愛知県第４区 合計",27640,"中田　ちよ","日本維新の会","000785237.xls","愛知県第４区"
"愛知県第４区 合計",72786,"牧　義夫","立憲民主党","000785237.xls","愛知県第４区"
"名古屋市中村区",11665,"岬　まき","日本維新の会","000785237.xls","愛知県第５区"
"名古屋市中村区",18683,"西川　あつし","立憲民主党","000785237.xls","愛知県第５区"
"名古屋市中村区",20970,"神田　けんじ","自由民主党","000785237.xls","愛知県第５区"
"名古屋市中川区",16178,"岬　まき","日本維新の会","000785237.xls","愛知県第５区"
"名古屋市中川区",32595,"西川　あつし","立憲民主党","000785237.xls","愛知県第５区"
"名古屋市中川区",32165,"神田　けんじ","自由民主党","000785237.xls","愛知県第５区"
"清須市",7336,"岬　まき","日本維新の会","000785237.xls","愛知県第５区"
"清須市",9695,"西川　あつし","立憲民主党","000785237.xls","愛知県第５区"
"清須市",13008,"神田　けんじ","自由民主党","000785237.xls","愛知県第５区"
"北名古屋市",8933,"岬　まき","日本維新の会","000785237.xls","愛知県第５区"
"北名古屋市",12032,"西川　あつし","立憲民主党","000785237.xls","愛知県第５区"
"北名古屋市",15314,"神田　けんじ","自由民主党","000785237.xls","愛知県第５区"
"豊山町",1428,"岬　まき","日本維新の会","000785237.xls","愛知県第５区"
"豊山町",1990,"西川　あつし","立憲民主党","000785237.xls","愛知県第５区"
"豊山町",2863,"神田　けんじ","自由民主党","000785237.xls","愛知県第５区"
"愛知県第５区 合計",45540,"岬　まき","日本維新の会","000785237.xls","愛知県第５区"
"愛知県第５区 合計",74995,"西川　あつし","立憲民主党","000785237.xls","愛知県第５区"
"愛知県第５区 合計",84320,"神田　けんじ","自由民主党","000785237.xls","愛知県第５区"
"春日井市",12643,"内田　けん","日本共産党","000785237.xls","愛知県第６区"
"春日井市",44624,"松田　イサオ","立憲民主党","000785237.xls","愛知県第６区"
"春日井市",78853,"丹羽　ひでき","自由民主党","000785237.xls","愛知県第６区"
"犬山市",3039,"内田　けん","日本共産党","000785237.xls","愛知県第６区"
"犬山市",11848,"松田　イサオ","立憲民主党","000785237.xls","愛知県第６区"
"犬山市",20175,"丹羽　ひでき","自由民主党","000785237.xls","愛知県第６区"
"小牧市",4617,"内田　けん","日本共産党","000785237.xls","愛知県第６区"
"小牧市",20440,"松田　イサオ","立憲民主党","000785237.xls","愛知県第６区"
"小牧市",37140,"丹羽　ひでき","自由民主党","000785237.xls","愛知県第６区"
"愛知県第６区 合計",20299,"内田　けん","日本共産党","000785237.xls","愛知県第６区"
"愛知県第６区 合計",76912,"松田　イサオ","立憲民主党","000785237.xls","愛知県第６区"
"愛知県第６区 合計",136168,"丹羽　ひでき","自由民主党","000785237.xls","愛知県第６区"
"瀬戸市",6632,"すやま　初美","日本共産党","000785237.xls","愛知県第７区"
"瀬戸市",18146,"森本　かずよし","立憲民主党","000785237.xls","愛知県第７区"
"瀬戸市",33739,"鈴木　じゅんじ","自由民主党","000785237.xls","愛知県第７区"
"大府市",5188,"すやま　初美","日本共産党","000785237.xls","愛知県第７区"
